Asset_Number_AR,Asset_Description_AR,Category,Model_No,Model_Description,Colour_Scheme,Easting_Coord,Northing_Coord
1118590,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322285.5225,5813013.309
1118591,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322243.1883,5812930.346
1118592,Litter Bin - Metal Recycling Blue - Carlton Gardens South,Litter Bin,,,,321477.7678,5813715.826
1118593,Litter Bin - Metal Recycling Blue - Carlton Gardens South,Litter Bin,,,,321233.1136,5813670.735
1118594,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322128.0186,5812880.346
1118595,Litter Bin - Metal Recycling Blue - Flagstaff Gardens,Litter Bin,,,,319980.0751,5813346.741
1118596,Litter Bin - Metal Recycling Blue - Treasury Gardens,Litter Bin,,,,321742.1461,5812902.332
1118597,Litter Bin - Metal Recycling Blue - Batman Park,Litter Bin,,,,320240.5449,5812039.557
1118598,Litter Bin - Metal Recycling Blue - Treasury Gardens,Litter Bin,,,,321711.8509,5812918.888
1118599,Litter Bin - Metal Recycling Blue - Treasury Gardens,Litter Bin,,,,321955.9444,5812980.696
1118600,Litter Bin - Metal Recycling Blue - Kings Domain South,Litter Bin,,,,322377.5956,5810692.352
1118601,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,322563.5147,5811354.917
1118602,Litter Bin - Metal Recycling Blue - Flagstaff Gardens,Litter Bin,,,,320043.2548,5813107.44
1118603,Litter Bin - Metal Recycling Blue - Alexandra Gardens,Litter Bin,,,,321620.7755,5812216.581
1118604,Litter Bin - Metal Recycling Blue - Flagstaff Gardens,Litter Bin,,,,319822.6372,5813359.029
1118605,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,322024.8301,5811722.402
1118606,Litter Bin - Metal Recycling Blue - Kings Domain,Litter Bin,,,,321507.8239,5811718.933
1118607,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,322228.7499,5811488.24
1118608,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322070.8667,5813320.807
1118609,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322059.273,5813204.03
1118610,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322014.7372,5812966.489
1118611,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,321996.382,5812859.42
1118612,Litter Bin - Metal Recycling Blue - Batman Park,Litter Bin,,,,320088.2936,5811959.024
1118613,Litter Bin - Metal Recycling Blue - Treasury Gardens,Litter Bin,,,,321961.3042,5812855.161
1118614,Litter Bin - Metal Recycling Blue - Treasury Gardens,Litter Bin,,,,321776.2097,5812788.405
1118615,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,322522.2937,5811363.575
1118616,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,322362.0604,5811411.185
1118617,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,322022.6532,5811725.801
1118618,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,321993.0094,5811764.903
1118619,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322196.7642,5812941.154
1118620,Litter Bin - Metal Recycling Blue - Carlton Gardens North,Litter Bin,,,,321465.9433,5814287.48
1118621,Litter Bin - Metal Recycling Blue - Carlton Gardens South,Litter Bin,,,,321370.4564,5813652.159
1118622,Litter Bin - Metal Recycling Blue - Birrurung Marr,Litter Bin,,,,321367.9992,5812374.159
1118623,Litter Bin - Metal Recycling Blue - Flagstaff Gardens,Litter Bin,,,,320065.8484,5813178.156
1118624,Litter Bin - Metal Recycling Blue - Kings Domain South,Litter Bin,,,,322466.9641,5810753.389
1118625,Litter Bin - Metal Recycling Blue - Flagstaff Gardens,Litter Bin,,,,319861.6401,5813282.964
1118626,Litter Bin - Metal Recycling Blue - Queen Victoria Gardens,Litter Bin,,,,321353.973,5811955.204
1118627,Litter Bin - Metal Recycling Blue - Queen Victoria Gardens,Litter Bin,,,,321438.229,5812035.128
1118628,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322280.8141,5813300.301
1118629,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,321986.6354,5812745.854
1118630,Litter Bin - Metal Recycling Blue - Carlton Gardens South,Litter Bin,,,,321541.5,5813652.759
1118631,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322131.0531,5812823.948
1118632,Litter Bin - Metal Recycling Blue - Flagstaff Gardens,Litter Bin,,,,319978.9372,5813347.371
1118633,Litter Bin - Metal Recycling Blue - Queen Victoria Gardens,Litter Bin,,,,321354.0967,5811954.675
1118634,Litter Bin - Metal Recycling Blue - Kings Domain,Litter Bin,,,,321733.8013,5811483.71
1118635,Litter Bin - Metal Recycling Blue - Queen Victoria Gardens,Litter Bin,,,,321486.7476,5811944.657
1118636,Litter Bin - Metal Recycling Blue - Birrurung Marr,Litter Bin,,,,321621.5754,5812515.64
1118637,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,322337.3889,5811423.043
1118638,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,321486.327,5812264.571
1118639,Litter Bin - Metal Recycling Blue - Queen Victoria Gardens,Litter Bin,,,,321327.2317,5812029.749
1118640,Litter Bin - Metal Recycling Blue - Carlton Gardens North,Litter Bin,,,,321319.9012,5814139.9
1118641,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322238.851,5809660.242
1118642,Litter Bin - Metal Recycling Blue - Flagstaff Gardens,Litter Bin,,,,319994.5878,5813260.579
1118643,Litter Bin - Metal Recycling Blue - Birrurung Marr,Litter Bin,,,,321844.2379,5812118.911
1118644,Litter Bin - Metal Recycling Blue - Birrurung Marr,Litter Bin,,,,321767.1063,5812224.33
1118645,Litter Bin - Metal Recycling Blue - Flagstaff Gardens,Litter Bin,,,,319946.4733,5813147.792
1118646,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,321281.0632,5812248.835
1118647,Litter Bin - Metal Recycling Blue - Alexandra Gardens,Litter Bin,,,,321391.2524,5812138.257
1118648,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322449.3674,5813134.414
1118649,Litter Bin - Metal Recycling Blue - Kings Domain,Litter Bin,,,,321862.9477,5811059.907
1118650,Litter Bin - Metal Recycling Blue - Treasury Gardens,Litter Bin,,,,321877.4687,5812899.722
1118651,Litter Bin - Metal Recycling Blue - Shrine Gardens,Litter Bin,,,,321769.6707,5811067.305
1118652,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,322018.8189,5811733.35
1118653,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,322604.2986,5811346.368
1118654,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,322483.4722,5811371.293
1118655,Litter Bin - Metal Recycling Blue - Alexandra Park,Litter Bin,,,,322004.2485,5811750.276
1118656,Litter Bin - Metal Recycling Blue - Parliament Reserve,Litter Bin,,,,321677.1853,5813382.924
1118657,Litter Bin - Metal Recycling Blue - Carlton Gardens North,Litter Bin,,,,321296.4747,5814207.756
1118658,Litter Bin - Metal Recycling Blue - Carlton Gardens North,Litter Bin,,,,321376.0718,5814246.998
1118659,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322403.0175,5812719.529
1118660,Litter Bin - Metal Recycling Blue - Alexandra Gardens,Litter Bin,,,,321587.8581,5812127.139
1118661,Litter Bin - Metal Recycling Blue - Alexandra Gardens,Litter Bin,,,,321583.3476,5812128.269
1118662,Litter Bin - Metal Recycling Blue - Birrurung Marr,Litter Bin,,,,321448.9156,5812373.469
1118663,Litter Bin - Metal Recycling Blue - Birrurung Marr,Litter Bin,,,,321471.8061,5812434.477
1118664,Litter Bin - Metal Recycling Blue - Birrurung Marr,Litter Bin,,,,321509.4649,5812367.461
1118666,Litter Bin - Metal Recycling Blue - Carlton Gardens South,Litter Bin,,,,,
1118667,Litter Bin - Metal Recycling Blue - Carlton Gardens South,Litter Bin,,,,321476.8773,5813715.846
1118668,Litter Bin - Metal Recycling Blue - Carlton Gardens South,Litter Bin,,,,321579.0021,5813822.084
1118669,Litter Bin - Metal Recycling Blue - Batman Park,Litter Bin,,,,320207.4955,5811994.816
1118670,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322311.4227,5809475.499
1118671,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322403.9823,5809457.843
1118672,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322494.2248,5809449.365
1118673,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322618.6381,5809432.398
1118674,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322463.7152,5809647.204
1118675,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322642.4686,5809743.655
1118676,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322404.8069,5809745.514
1118677,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322160.7959,5809914.47
1118678,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322385.2395,5810043.953
1118679,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322675.6994,5809920.889
1118680,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322707.7345,5810056.241
1118681,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322672.1042,5810144.843
1118682,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322418.2888,5810241.723
1118683,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322078.4364,5810156.211
1118684,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322134.2525,5810229.696
1118685,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322051.6951,5810301.401
1118686,Litter Bin - Stainless Steel Butt Out Bin - Alexandra Park,Litter Bin,,,,322025.7454,5811721.212
1118687,Litter Bin - Stainless Steel Butt Out Bin - Alexandra Park,Litter Bin,,,,322482.928,5811371.943
1118688,Litter Bin - Stainless Steel Butt Out Bin - Alexandra Park,Litter Bin,,,,,
1118689,Litter Bin - Stainless Steel Butt Out Bin - Alexandra Park,Litter Bin,,,,322524.4046,5811363.735
1118690,Litter Bin - Stainless Steel Butt Out Bin - Alexandra Park,Litter Bin,,,,322436.6523,5811382.381
1118691,Litter Bin - Stainless Steel Butt Out Bin - Alexandra Park,Litter Bin,,,,322021.9936,5811728.011
1118692,Litter Bin - Stainless Steel Butt Out Bin - Alexandra Park,Litter Bin,,,,322006.0379,5811748.866
1118693,Litter Bin - Stainless Steel Butt Out Bin - Alexandra Park,Litter Bin,,,,322019.3714,5811733.17
1118694,Litter Bin - Stainless Steel Butt Out Bin - Alexandra Park,Litter Bin,,,,322335.7809,5811423.283
1118695,Litter Bin - Stainless Steel Butt Out Bin - Alexandra Park,Litter Bin,,,,322371.0979,5811406.836
1118696,Litter Bin - Stainless Steel Butt Out Bin - Alexandra Park,Litter Bin,,,,322394.1862,5811397.568
1118697,Litter Bin - Stainless Steel Butt Out Bin - Alexandra Park,Litter Bin,,,,322460.4086,5811377.342
1118134,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118135,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,322699.4556,5812565.94
1118137,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,322757.1766,5812094.666
1118138,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,322779.9516,5812072.301
1118139,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118140,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118142,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118143,Litter Bin - Urban Design Park Style - Yarra Park South,Litter Bin,,,,,
1118144,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118145,Litter Bin - Urban Design Park Style - Kings Domain,Litter Bin,,,,321863.4507,5811060.697
1118146,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118147,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118148,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118149,Litter Bin - Urban Design Park Style - Tennis Centre Berm,Litter Bin,,,,322022.7852,5811947.616
1118150,Litter Bin - Urban Design Park Style - Birrurung Marr,Litter Bin,,,,321682.0834,5812360.772
1118152,Litter Bin - Urban Design Park Style - Tennis Centre Berm,Litter Bin,,,,321932.4519,5812041.297
1118153,Litter Bin - Urban Design Park Style - Birrurung Marr,Litter Bin,,,,,
1118154,Litter Bin - Urban Design Park Style - Yarra Park South,Litter Bin,,,,,
1118155,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118156,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118157,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118158,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118159,Litter Bin - Urban Design Park Style - Tennis Centre Berm,Litter Bin,,,,,
1118160,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118161,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118162,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118163,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118164,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118165,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118166,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118167,Litter Bin - Urban Design Park Style - Yarra Park South,Litter Bin,,,,,
1118168,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,322741.1301,5812132.698
1118169,Litter Bin - Urban Design Park Style - Sturt Street Reserve,Litter Bin,,,,320927.2011,5811130.912
1118170,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,322652.7512,5812118.361
1118171,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118172,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118173,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118174,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118175,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118176,Litter Bin - Urban Design Park Style - Tennis Centre Berm,Litter Bin,,,,322136.9159,5811890.478
1118177,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118178,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118179,Litter Bin - Urban Design Park Style - Tennis Centre Berm,Litter Bin,,,,321898.3719,5812092.796
1118180,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118181,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118182,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118183,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118184,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118186,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118187,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118188,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,322688.4145,5812212.012
1118189,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1118190,Litter Bin - Urban Design Park Style - Yarra Park North,Litter Bin,,,,,
1360542,Drinking Fountain - Bluestone Block - Alexandra Park,Drinking Fountain,,,,322538.604,5811361.165
1360536,Drinking Fountain - Furniture Style - ,Drinking Fountain,,,,322974.133,5813102.971
1360537,Drinking Fountain - Furniture Style - Birrarung Marr,Drinking Fountain,,,,321665.3361,5812392.375
1360538,Drinking Fountain - Furniture Style - ,Drinking Fountain,,,,320502.5401,5812175.56
1360550,Litter Bin - Square Metal - Green Powder Coat - Jolimont Reserve,Litter Bin,,,,322254.5923,5812620.959
1360551,Litter Bin - Square Metal - Green Powder Coat - Yarra Park,Litter Bin,,,,322414.3638,5812559.132
1360552,Litter Bin - Square Metal - Green Powder Coat - ,Litter Bin,,,,321781.4293,5813366.867
1360553,Litter Bin - Square Metal - Green Powder Coat - Carlton Gardens North,Litter Bin,,,,321297.6786,5814121.723
1360554,Litter Bin - Square Metal - Green Powder Coat - Carlton Gardens South,Litter Bin,,,,321505.4739,5813829.813
1360555,Litter Bin - Square Metal - Green Powder Coat - Yarra Park,Litter Bin,,,,322644.9094,5812461.971
1360556,Litter Bin - Square Metal - Green Powder Coat - Yarra Park,Litter Bin,,,,322584.5828,5812058.233
1360557,Litter Bin - Square Metal - Green Powder Coat - Yarra Park,Litter Bin,,,,322664.6499,5812147.215
1360558,Litter Bin - Square Metal - Green Powder Coat - Yarra Park,Litter Bin,,,,322858.2129,5811947.006
1360559,Litter Bin - Square Metal - Green Powder Coat - Yarra Park,Litter Bin,,,,322692.8507,5812203.444
1360560,Litter Bin - Square Metal - Green Powder Coat - Queen Victoria Gardens,Litter Bin,,,,321490.252,5811946.056
1360561,Litter Bin - Square Metal - Green Powder Coat - ,Litter Bin,,,,321374.5464,5811216.265
1360562,Litter Bin - Square Metal - Green Powder Coat - ,Litter Bin,,,,321364.8987,5811230.932
1360563,Litter Bin - Square Metal - Green Powder Coat - ,Litter Bin,,,,321425.5139,5811257.556
1360564,Litter Bin - Square Metal - Green Powder Coat - St Kilda Road Reserve,Litter Bin,,,,321452.9643,5811284.541
1360565,Litter Bin - Square Metal - Green Powder Coat - St Kilda Road Reserve,Litter Bin,,,,321479.1614,5811281.152
1360566,Litter Bin - Square Metal - Green Powder Coat - ,Litter Bin,,,,321387.583,5811649.737
1360567,Litter Bin - Square Metal - Green Powder Coat - ,Litter Bin,,,,321261.2814,5811598.257
1360568,Litter Bin - Square Metal - Green Powder Coat - Grant Street Reserve,Litter Bin,,,,321263.9613,5811580.221
1360569,Litter Bin - Square Metal - Green Powder Coat - North Bank Yarra River,Litter Bin,,,,322873.7728,5811310.776
1360570,Litter Bin - Square Metal - Green Powder Coat - Enterprize Park,Litter Bin,,,,320400.2092,5812146.905
1360571,Litter Bin - Square Metal - Green Powder Coat - Fawkner Park,Litter Bin,,,,322516.9998,5810119.068
1360572,Litter Bin - Square Metal - Green Powder Coat - Fawkner Park,Litter Bin,,,,322671.5435,5809922.218
1360573,Litter Bin - Square Metal - Green Powder Coat - Fawkner Park,Litter Bin,,,,322052.0827,5810300.291
1360574,Litter Bin - Square Metal - Green Powder Coat - Fawkner Park,Litter Bin,,,,322210.0895,5810040.544
1360575,Litter Bin - Square Metal - Green Powder Coat - Fawkner Park,Litter Bin,,,,322206.181,5809759.831
1360576,Litter Bin - Square Metal - Green Powder Coat - Fawkner Park,Litter Bin,,,,322311.9752,5809474.729
1360508,Litter Bin - Stainless Steel Butt Out Bin - Birrarung Marr,Litter Bin,,,,321219.104,5812347.045
1360509,Hoop - Steel Hoop - Powlett Reserve,Hoop,,,,322896.5231,5813152.811
1360510,Hoop - Steel Hoop - Yarra Park,Hoop,,,,322854.1972,5812452.053
1360511,Hoop - Steel Hoop - Yarra Park,Hoop,,,,322654.7797,5812437.096
1360512,Hoop - Stainless Steel Hoop - Yarra Park,Hoop,,,,322644.0518,5812375.139
1360513,Hoop - Stainless Steel Hoop - Yarra Park,Hoop,,,,322643.9034,5812386.347
1360514,Hoop - Stainless Steel Hoop - Yarra Park,Hoop,,,,322645.1815,5812445.215
1360515,Hoop - Stainless Steel Hoop - Yarra Park,Hoop,,,,322645.0825,5812437.546
1360516,Hoop - Stainless Steel Hoop - Yarra Park,Hoop,,,,322708.9961,5812336.687
1360517,Hoop - Stainless Steel Hoop - Yarra Park,Hoop,,,,322712.4676,5812339.086
1360518,Hoop - Stainless Steel Hoop - Yarra Park,Hoop,,,,322729.6107,5812340.346
1360519,Hoop - Stainless Steel Hoop - Yarra Park,Hoop,,,,322734.8056,5812340.456
1360520,Hoop - Stainless Steel Hoop - Yarra Park,Hoop,,,,322740.4375,5812340.696
1360521,Hoop - Stainless Steel Hoop - Yarra Park,Hoop,,,,322682.2795,5812211.772
1360522,Hoop - Stainless Steel Hoop - Yarra Park,Hoop,,,,322702.7787,5812138.937
1360523,Hoop - Stainless Steel Hoop - Birrurung Marr,Hoop,,,,321370.4729,5812372.1
1360524,Hoop - Stainless Steel Hoop - Birrurung Marr,Hoop,,,,321370.3987,5812371.65
1360525,Hoop - Stainless Steel Hoop - Birrurung Marr,Hoop,,,,321370.1431,5812371.31
1360526,Hoop - Stainless Steel Hoop - Birrurung Marr,Hoop,,,,321369.9699,5812370.98
1360527,Hoop - Stainless Steel Hoop - Birrurung Marr,Hoop,,,,321369.805,5812370.64
1360528,Hoop - Stainless Steel Hoop - Yarra Park,Hoop,,,,322924.46,5812186.907
1360529,Hoop - Stainless Steel Hoop - Enterprize Park,Hoop,,,,320431.4856,5812178.899
1360530,Hoop - Stainless Steel Hoop - Enterprize Park,Hoop,,,,320441.8424,5812184.228
1360531,Drinking Fountain - Urban Design Style - Carlton Gardens North,Drinking Fountain,,,,321533.4438,5814204.887
1360532,Drinking Fountain - Urban Design Style - North Bank Yarra River,Drinking Fountain,,,,322880.6498,5811302.147
1360493,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322103.2399,5813099.162
1360494,Litter Bin - Metal Recycling Blue - Fitzroy Gardens,Litter Bin,,,,322104.7241,5813099.861
1360495,Litter Bin - Metal Recycling Blue - Yarra Park,Litter Bin,,,,322414.6607,5812557.692
1360496,Litter Bin - Metal Recycling Blue - Carlton Gardens South,Litter Bin,,,,321257.9501,5813854.308
1360497,Litter Bin - Metal Recycling Blue - Carlton Gardens South,Litter Bin,,,,321506.1253,5813832.052
1360498,Litter Bin - Metal Recycling Blue - Yarra Park,Litter Bin,,,,322643.252,5812461.161
1360499,Litter Bin - Metal Recycling Blue - Yarra Park,Litter Bin,,,,322581.2267,5812062.493
1360500,Litter Bin - Metal Recycling Blue - Yarra Park,Litter Bin,,,,322662.7204,5812146.626
1360501,Litter Bin - Metal Recycling Blue - Yarra Park,Litter Bin,,,,322856.4235,5811948.416
1360502,Litter Bin - Metal Recycling Blue - Yarra Park,Litter Bin,,,,322690.3192,5812206.163
1360503,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322488.8238,5810086.595
1360504,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322208.3496,5810043.324
1360505,Litter Bin - Metal Recycling Blue - Fawkner Park,Litter Bin,,,,322241.0609,5809664.151
1360491,Litter Bin - Dog Waste Collection - Flagstaff Gardens,Litter Bin,,,,319957.6959,5813203.68
1119272,Seat - Urban Design Park Style - Green Powder Coat - Yarra Park North,Seat,,,,322759.0648,5812105.054
1119273,Seat - Urban Design Park Style - Green Powder Coat - Yarra Park North,Seat,,,,322818.9049,5812485.666
1119274,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322395.151,5809463.222
1119275,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322424.7783,5809459.133
1119276,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322259.6223,5809588.756
1119277,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322376.6391,5810260.529
1119278,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322084.2992,5812964.739
1119279,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322176.9247,5812870.738
1119280,Seat - Urban Design Park Style - Green Powder Coat - Sturt Street Reserve,Seat,,,,320867.9299,5811139.041
1119281,Seat - Urban Design Park Style - Green Powder Coat - Enterprize Park,Seat,,,,320390.8501,5812151.235
1119282,Seat - Urban Design Park Style - Green Powder Coat - Queen Victoria Gardens,Seat,,,,321450.6225,5812046.426
1119283,Seat - Urban Design Park Style - Green Powder Coat - Golden Elm Reserve,Seat,,,,322888.5906,5811070.685
1119284,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,,,,321752.709,5811116.815
1119285,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322056.9807,5812886.685
1119286,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322058.6793,5812897.233
1119287,Seat - Urban Design Park Style - Green Powder Coat - Enterprize Park,Seat,,,,320386.8509,5812148.235
1119288,Seat - Urban Design Park Style - Green Powder Coat - Enterprize Park,Seat,,,,320429.853,5812188.237
1119289,Seat - Urban Design Park Style - Green Powder Coat - Queen Victoria Gardens,Seat,,,,321441.7747,5812029.859
1119290,Seat - Urban Design Park Style - Green Powder Coat - Shrine Gardens,Seat,,,,321533.0727,5811346.838
1119291,Seat - Urban Design Park Style - Green Powder Coat - Kings Domain South,Seat,,,,322530.9436,5810685.443
1119292,Seat - Urban Design Park Style - Green Powder Coat - Shrine Gardens,Seat,,,,321677.5646,5811122.094
1119293,Seat - Urban Design Park Style - Green Powder Coat - Powlett Reserve,Seat,,,,322835.2977,5813151.091
1119294,Seat - Urban Design Park Style - Green Powder Coat - Treasury Gardens,Seat,,,,321918.5907,5812990.324
1119295,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322128.233,5813091.733
1119296,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322243.444,5809670.989
1119297,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322228.8488,5813258.589
1119298,Seat - Urban Design Park Style - Green Powder Coat - Flagstaff Gardens,Seat,,,,319859.3807,5813302.62
1119299,Seat - Urban Design Park Style - Green Powder Coat - Flagstaff Gardens,Seat,,,,320072.9316,5813163.499
1119300,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322405.2357,5809718.16
1119301,Seat - Urban Design Park Style - Green Powder Coat - Fawkner Park,Seat,,,,322368.4922,5809467.291
1119302,Seat - Urban Design Park Style - Green Powder Coat - Wellington Park,Seat,,,,321967.3731,5812671.159
1119303,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322345.8409,5812954.221
1119304,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322423.393,5813144.732
1119305,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322043.6966,5813121.327
1119306,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,321985.6871,5812781.236
1119307,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens South,Seat,,,,321545.6394,5813659.228
1119308,Seat - Urban Design Park Style - Green Powder Coat - Carlton Gardens South,Seat,,,,321414.7943,5813668.246
1119309,Seat - Urban Design Park Style - Green Powder Coat - Gordon Reserve,Seat,,,,321658.6487,5813074.327
1119310,Seat - Urban Design Park Style - Green Powder Coat - Treasury Gardens,Seat,,,,321938.5209,5812933.415
1119311,Seat - Urban Design Park Style - Green Powder Coat - Fitzroy Gardens,Seat,,,,322175.1849,5812718.479
