Asset_Number_AR,Asset_Description_AR,Category,Model_No,Model_Description,Colour_Scheme,Easting_Coord,Northing_Coord,latitude,longitude
1077196,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320962.3595,5812450.35,-37.817806221,144.965914277
1077198,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319953.3201,5812285.023,-37.8190969044,144.954415944
1077199,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319984.877,5812297.951,-37.8189866812,144.954777479
1077200,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321346.2874,5813078.774,-37.8122209119,144.970428684
1077202,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321278.8856,5813052.58,-37.812443662,144.969656953
1077203,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321352.4965,5813074.825,-37.8122576977,144.970498207
1077205,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321385.3151,5812992.232,-37.8130080776,144.970850454
1077206,Litter Bin - Stainless Steel 80 L Recycling Bin,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Stainless Steel,321345.1247,5813078.405,-37.8122240082,144.970415392
1077207,Litter Bin - Stainless Steel 80 L Recycling Bin,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Stainless Steel,321352.7439,5813074.305,-37.81226243,144.970500888
1077208,Litter Bin - Bin Surround - Type 1,Litter Bin,200201-004,Litter Bin - Bin Surround - Type 1,,320787.7036,5813158.878,-37.8113898927,144.964106465
1077209,Litter Bin - Bin Surround - Type 1,Litter Bin,200201-004,Litter Bin - Bin Surround - Type 1,,320785.6916,5813158.169,-37.811395884,144.964083446
1077210,Litter Bin - Bin Surround - Type 1,Litter Bin,200201-004,Litter Bin - Bin Surround - Type 1,,320784.2898,5813157.699,-37.8113998423,144.964067414
1077211,Litter Bin - Bin Surround - Type 1,Litter Bin,200201-004,Litter Bin - Bin Surround - Type 1,,320779.8453,5813155.939,-37.811414823,144.964016517
1077212,Litter Bin - Bin Surround - Type 1,Litter Bin,200201-004,Litter Bin - Bin Surround - Type 1,,320775.0297,5813154.049,-37.8114309018,144.963961375
1077213,Litter Bin - Bin Surround - Type 1,Litter Bin,200201-004,Litter Bin - Bin Surround - Type 1,,320773.4712,5813153.24,-37.8114378829,144.96394348
1077220,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Litter Bin,200201-012,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Stainless Steel,320907.376,5812925.565,-37.8135149416,144.965407489
1077221,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Litter Bin,200201-012,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Stainless Steel,320830.6234,5812895.361,-37.8137719426,144.96452857
1077222,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Litter Bin,200201-012,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Stainless Steel,320742.7718,5812844.261,-37.8142149777,144.963518454
1077223,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Litter Bin,200201-012,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Stainless Steel,320757.87,5812850.37,-37.8141629157,144.963691392
1077225,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Litter Bin,200201-012,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Stainless Steel,320835.9337,5812882.054,-37.8138928475,144.964585571
1077226,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Litter Bin,200201-012,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Stainless Steel,320912.2575,5812911.678,-37.8136409863,144.96545948
1077227,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Litter Bin,200201-012,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Stainless Steel,320901.4802,5812295.921,-37.8191852933,144.965184815
1077228,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Litter Bin,200201-012,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Stainless Steel,320851.0896,5812282.774,-37.8192938249,144.964609384
1077229,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Litter Bin,200201-012,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Stainless Steel,320803.9562,5812267.407,-37.8194229898,144.964070388
1077230,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Litter Bin,200201-012,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Stainless Steel,320774.2216,5812253.889,-37.8195389142,144.963729409
1077231,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Litter Bin,200201-012,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Stainless Steel,320739.5559,5812248.241,-37.8195829802,144.963334385
1077232,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Litter Bin,200201-014,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Stainless Steel,320806.4712,5812871.856,-37.8139789228,144.96424853
1077233,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Litter Bin,200201-014,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Stainless Steel,320836.379,5812881.394,-37.8138988798,144.964590464
1077234,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Litter Bin,200201-014,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Stainless Steel,320912.4224,5812912.468,-37.8136339027,144.965461547
1077235,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Litter Bin,200201-014,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Stainless Steel,320901.5874,5812296.191,-37.8191828824,144.965186099
1077236,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Litter Bin,200201-014,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Stainless Steel,320851.1226,5812281.884,-37.8193018481,144.964609539
1077237,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Litter Bin,200201-014,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Stainless Steel,320804.0717,5812266.637,-37.8194299482,144.964071509
1077238,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Litter Bin,200201-014,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Stainless Steel,320774.9225,5812254.349,-37.8195349084,144.963737481
1077239,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Litter Bin,200201-014,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Stainless Steel,320740.7104,5812247.821,-37.8195869901,144.963347391
1077244,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Litter Bin,200201-014,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Stainless Steel,320907.6563,5812924.905,-37.8135209416,144.965410509
1077245,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Litter Bin,200201-014,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Stainless Steel,320830.8213,5812894.361,-37.813780989,144.96453057
1077246,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Litter Bin,200201-014,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Stainless Steel,320757.3423,5812850.35,-37.8141629923,144.963685395
1077247,Litter Bin - Stainless Steel 80 L Recycling Bin,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Stainless Steel,320718.1249,5812851.39,-37.8141459231,144.963240376
1077248,Litter Bin - Steel 80 L Recycling Bin,Litter Bin,200201-019,Litter Bin - Steel 80 L Recycling Bin,Blue,320879.274,5813022.646,-37.812634972,144.965112431
