Asset_Number_AR,Asset_Description_AR,Category,Model_No,Model_Description,Colour_Scheme,Easting_Coord,Northing_Coord,latitude,longitude
1362294,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321189.723,5812542.212,-37.8170233445,144.968518596
1362295,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321235.8174,5812559.468,-37.8168769399,144.969046236
1362296,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321269.8893,5812573.256,-37.8167594167,144.96943651
1362297,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321070.9741,5812601.92,-37.8164622542,144.967185012
1362299,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321112.3272,5812869.186,-37.8140629613,144.967720577
1362300,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320987.3032,5812819.826,-37.8144830621,144.966288844
1362301,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321083.9119,5812866.327,-37.8140831448,144.967397241
1362302,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,,320977.9771,5812906.949,-37.8136964734,144.966204491
1362303,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,,320977.46,5812909.137,-37.8136766636,144.966199161
1362304,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,,320977.46,5812908.236,-37.8136847793,144.966198938
1362305,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,,320976.9449,5812910.94,-37.8136603221,144.966193758
1362306,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,,320976.3011,5812912.485,-37.8136462792,144.96618683
1362307,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,,320975.5285,5812914.031,-37.8136322021,144.96617844
1362308,Seat - Metal Bench,Seat,201101-012,Seat - Metal Bench,Hawthorn Green,321216.8354,5813050.27,-37.8124523195,144.968951875
1362309,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321267.6959,5813072.026,-37.8122663112,144.969534706
1362323,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321709.7573,5812864.307,-37.8142237899,144.974502663
1362324,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Hawthorn Green,321275.6944,5811954.889,-37.8223304958,144.969349774
1362325,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321261.528,5811993.132,-37.8219832475,144.969198352
1076663,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320964.9239,5812805.739,-37.8146055617,144.966031264
1076664,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319882.4962,5813891.002,-37.8046171919,144.954011144
1076665,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321669.0556,5813034.333,-37.8126843238,144.974082397
1076666,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322205.1694,5812686.523,-37.8159218178,144.98008401
1076667,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320016.8545,5812100.02,-37.8207758357,144.955091369
1076668,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319934.3958,5812311.878,-37.8188512768,144.954207742
1076669,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320151.856,5811349.92,-37.8275589179,144.956437939
1076670,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320318.8184,5812201.99,-37.8199168483,144.958545487
1076671,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321595.1891,5810796.481,-37.8328273823,144.972692189
1076672,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321614.0804,5810778.455,-37.8329934459,144.972902293
1076673,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,321768.773,5810775.465,-37.8330506152,144.974658404
1076674,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,321770.5706,5810758.878,-37.833200374,144.974674733
1076675,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,322037.9596,5810737.613,-37.8334441222,144.977706259
1076676,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,322025.6732,5810723.066,-37.8335727577,144.977563142
1076677,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320406.4721,5812377.755,-37.8183509069,144.959584387
1076678,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320423.0051,5812334.263,-37.818745912,144.959761327
1076679,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320452.4099,5812260.918,-37.8194123485,144.960077022
1076680,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320511.4256,5812318.207,-37.8189079285,144.960761339
1076681,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320469.1985,5812425.435,-37.817933772,144.960308448
1076682,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320899.4599,5812156.579,-37.8204400169,144.965127404
1076683,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320914.1623,5812112.498,-37.8208399607,144.965283446
1076686,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321255.7312,5814709.188,-37.7975171892,144.969802762
1076688,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321112.2612,5813259.918,-37.8105434281,144.967816337
1076690,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320976.6908,5814185.163,-37.8021827044,144.966505772
1076695,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319754.7429,5814684.313,-37.7974462853,144.952758142
1076696,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320044.0082,5813498.781,-37.8081819448,144.955747289
1076697,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320082.9452,5813764.307,-37.8057979066,144.956255288
1076699,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320237.6461,5813721.136,-37.806217236,144.958000855
1076700,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320172.8665,5813728.535,-37.8061378345,144.957267261
1076701,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320132.6678,5813733.923,-37.8060813848,144.956812232
1076702,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320098.0434,5813737.803,-37.8060396148,144.956420112
1076703,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320079.3747,5813740.152,-37.806014778,144.956208754
1076704,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320071.4505,5813730.534,-37.8060998502,144.956116404
1076705,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320067.6903,5813692.912,-37.8064379875,144.956064371
1076706,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320062.1986,5813649.72,-37.806825955,144.955991297
1076707,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320060.5577,5813636.033,-37.8069489165,144.955969269
1076708,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319951.3411,5812913.767,-37.8134331503,144.954549808
1076709,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320183.347,5811564.237,-37.8256346812,144.956848801
1076711,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320203.8462,5811408.938,-37.8270375644,144.957043005
1076712,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Mid Brunswick Green,320224.7495,5811410.038,-37.827031775,144.957280656
1076713,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320389.2465,5813735.243,-37.8061200004,144.959725444
1076714,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320592.1279,5814258.918,-37.80144289,144.962158386
1076715,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320615.6534,5814254.549,-37.8014868649,144.962424369
1076716,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321548.2618,5813426.135,-37.8091315491,144.972807447
1076717,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321643.6583,5813033.434,-37.8126874599,144.973793817
1076718,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320050.5637,5812769.086,-37.8147559194,144.95564042
1076721,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Recycling Blue (Blaze Blue),320519.6467,5812753.04,-37.8149928048,144.96096247
1076723,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320849.2508,5812456.089,-37.8177323331,144.964631389
1076724,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320262.161,5811628.085,-37.825075103,144.95775965
1076725,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,318850.1045,5813695.401,-37.8061748253,144.942242034
1076726,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322199.0839,5812402.31,-37.8184806995,144.979945122
1076727,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320862.1968,5813103.05,-37.811907383,144.964938426
1076728,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320102.4467,5815021.156,-37.794480731,144.956788684
1076729,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321345.3556,5812829.434,-37.814466664,144.970356595
1076732,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321498.6629,5812888.393,-37.8139655808,144.972111805
1076733,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320169.5434,5812985.543,-37.8128296427,144.957045078
1076734,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320180.2465,5812957.539,-37.8130839955,144.957159646
1076735,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321938.1433,5813119.366,-37.8119709101,144.977158505
1076737,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320355.0178,5813640.582,-37.8069659227,144.959313379
1076738,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320357.9781,5813634.213,-37.8070238736,144.959345408
1076739,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320360.6085,5813626.385,-37.8070949016,144.959373329
1076740,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320360.2457,5813614.607,-37.8072009201,144.95936629
1076741,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320265.5666,5813578.125,-37.8075108981,144.95828235
1076742,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322389.844,5811832.994,-37.823645995,144.981971499
1076743,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322425.1116,5811826.755,-37.8237090568,144.982370454
1076744,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322467.4624,5811823.126,-37.8237499856,144.982850486
1076745,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322425.9774,5811803.02,-37.82392302,144.982374463
1076746,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,323001.8693,5813395.881,-37.8096870245,144.989303497
1076747,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322701.1505,5813429.704,-37.8093240113,144.985897552
1076748,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322876.7299,5812647.041,-37.8164080178,144.987699576
1076749,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320987.4352,5814054.149,-37.8033649209,144.966595378
1076750,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320989.8924,5814074.855,-37.803178893,144.966628388
1076752,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320242.808,5813454.949,-37.8086159202,144.957993406
1076753,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321706.294,5812744.861,-37.8152990279,144.974433932
1076754,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321680.7648,5812880.094,-37.8140759248,144.974177365
1076758,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320055.7173,5812452.68,-37.8176069404,144.955620307
1076759,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320076.9175,5812477.685,-37.817385889,144.955867239
1076760,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319894.4857,5812413.488,-37.8179281585,144.95377985
1076761,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319968.8388,5812434.913,-37.8177498433,144.954629425
1076762,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320086.6476,5812491.832,-37.8172603788,144.955981234
1076763,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320082.7473,5812501.98,-37.8171682026,144.95593947
1076764,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320080.1334,5812575.625,-37.8165043351,144.95592809
1076765,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320342.6902,5812457.989,-37.817615651,144.958880073
1076766,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320302.8874,5812442.592,-37.8177465032,144.958424308
1076767,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320287.9294,5812436.633,-37.8177972335,144.958252987
1076768,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321555.1554,5813160.908,-37.8115219382,144.972820371
1076769,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321502.1591,5813140.092,-37.8116990786,144.972213536
1076770,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321455.1494,5813121.726,-37.8118553181,144.971675272
1076771,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321429.4058,5813111.328,-37.8119439432,144.971380422
1076772,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321379.007,5813091.302,-37.8121144683,144.970803266
1076773,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321573.4942,5813155.169,-37.8115772168,144.973027171
1076774,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321597.7948,5813085.573,-37.8122088544,144.973285931
1076775,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321638.6366,5812980.844,-37.8131601852,144.97372385
1076776,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321623.8518,5813018.986,-37.8128137309,144.973565378
1076777,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321617.857,5813034.183,-37.812675672,144.973501056
1076779,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320533.4503,5811812.898,-37.8234638064,144.960886156
1076780,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320440.0163,5811529.194,-37.8260008733,144.959754789
1076781,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320408.9211,5811482.124,-37.8264187337,144.959389997
1076782,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320415.3364,5811459.468,-37.8266240688,144.959457227
1076783,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320382.3859,5811420.796,-37.8269659185,144.959073445
1076784,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320327.8477,5811360.238,-37.8275006526,144.958439076
1076785,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Mid Brunswick Green,320104.4587,5811483.014,-37.8263507411,144.955932775
1076786,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320035.9272,5811348.201,-37.8275515433,144.955121017
1076787,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Mid Brunswick Green,320269.6895,5811384.973,-37.8272663996,144.95778477
1076789,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320031.458,5812088.892,-37.8208789502,144.955254426
1076790,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320176.2803,5812328.425,-37.8187499201,144.956958385
1076791,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320185.6146,5812304.229,-37.818969703,144.957058364
1076792,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320196.2188,5812277.015,-37.8192169204,144.957172013
1076793,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320224.1805,5812206.309,-37.8198593084,144.957471956
1076794,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320236.0793,5812175.625,-37.8201380363,144.957599446
1076795,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320264.3874,5812181.254,-37.8200929087,144.957922281
1076797,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320360.4766,5812218.237,-37.8197787049,144.959022544
1076798,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321487.366,5812884.223,-37.8140009331,144.971982511
1076799,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321081.8999,5812615.517,-37.816341921,144.967312428
1076800,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321069.1106,5812608.349,-37.8164039797,144.967165441
1076801,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321551.9972,5812661.688,-37.8160180599,144.972661502
1076802,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321503.6929,5812642.652,-37.8161800825,144.972108343
1076803,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321162.8909,5813503.77,-37.8083568472,144.968451368
1076804,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320857.1504,5813383.104,-37.8093838088,144.964950396
1076805,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321084.6788,5813248.95,-37.8106368175,144.96750047
1076810,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321218.3114,5813025.525,-37.8126754994,144.968962524
1076811,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321421.968,5812898.561,-37.813858992,144.971243511
1076812,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320343.7705,5813607.149,-37.8072648563,144.959177398
1076813,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320373.6123,5813620.456,-37.8071508651,144.959519491
1076814,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320477.4608,5812405.959,-37.8181108263,144.960397434
1076815,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320374.1812,5813489.582,-37.80832982,144.959493498
1076816,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Mid Brunswick Green,320431.8611,5813372.826,-37.8093928416,144.960119403
1076817,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320192.0711,5812863.218,-37.8139359157,144.957270482
1076818,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320066.0989,5813189.972,-37.8109678777,144.955921376
1076819,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320043.3733,5813246.541,-37.8104538566,144.955677415
1076820,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320037.3538,5813327.895,-37.8097198789,144.955629286
1076821,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320009.7796,5813328.625,-37.8097078678,144.955316408
1076822,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320033.2226,5813408.189,-37.8089958211,144.955602332
